Name,,V,T,M,n,np,B,G,E,v,H,B',G',ρ,vL,vS,va,Θe,γel,γes,γe,A,κ,κref.,Formula,space group,k_BTE_DFT,k_BTE_DFT（1000 K）,k_AFLOW_AAPL,k_AFLOW_AGL,k_AFLOW_AGL (Poisson ratio σ=0.25),k_Mingo,k_EXP,k_EXP（1000 K）
2774050_HfAuAl,,6.26217360646734,300,1609.75,12,3,127.911,60.3474,156.4398395709,0.2961605601,9.1412069001,-1.83572,-0.46418,10.8738811818,4.3775355446,2.3557922585,2.6300915386,198.4917026201,1.2797280178,0.7777707291,0.9742618426,1.13E-06,16.4479824069,12.14,88 AuAlHf,F-43m,,,,12.14,,16.7,,
1100408_RhSnTa, F-43m ,3.89277646014558,300,402.564,3,3,170.426,69.8174,184.2869551396,0.3197781294,8.4389671006,-10.3572,-2.82208,11.3319614052,4.8222624338,2.4821572554,2.7795673552,212.5825780851,1.4137642149,1.0255468732,1.1693619391,1.75E-06,21.4553189866,12.98,RhSnTa,F-43m,,,,12.98,,20.3,,
2786722_ScNiAs,,5.82621899126421,300,714.272,12,3,117.597,68.4341,171.9479767927,0.2563033399,12.576787837,-2.19021,-1.03259,5.9910738344,5.9041457654,3.3797450768,3.7549418569,304.5881537429,1.5222736672,1.3253915638,1.3941117498,2.67E-06,28.3164782726,13.32,33 NiAsSc,F-43m,,,,13.32,,17.48,,
2720984_IrSnTa,,6.21963942313419,300,1967.51,12,3,185.537,77.5286,204.1503396473,0.3166130928,9.1827335534,-2.76201,-0.71064,13.5650932953,4.6149685119,2.390669706,2.6760173088,203.3388237004,1.3779625515,0.9360230762,1.1031861722,1.53E-06,22.5597395202,13.42,90 IrSnTa,F-43m,,,,13.42,,22.09,,
2686085_GeCoTa,,5.81362236005598,300,1249.96,12,3,164.787,5.03771,14.960675529,0.4848686734,0.0870260654,-3.37325,-0.23678,10.5525428019,4.0314241963,0.6909363167,0.7902621294,64.2422804768,1.9465298793,4.450997133,3.8040210973,2.98E-05,0.6931374641,14.19,77 CoGeTa,F-43m,,,,14.19,,27.23,,
24864_CoO, F-43m ,3.46023008482522,300,149.866,4,4,186.295,16.6617,48.5380640937,0.4565759825,0.6151938467,-16.078,3.35322,6.0067109097,5.8917688995,1.665487164,1.8993829388,163.4246213691,0.9864633593,-4.3356261546,3.5855459028,2.58E-05,3.7871193762,14.46,CoO,F-43m,,,,14.46,,,,
2720123_SbIrHf,,6.32061776261189,300,1969.84,12,3,161.71,73.1931,190.7936565924,0.3033582168,9.7488401148,-2.36518,-0.63829,12.9405826185,4.4763600733,2.3782535618,2.6575894406,198.7123953787,1.3993352103,0.9343565712,1.1111830685,1.55E-06,21.4837981818,14.66,20 IrHfSb,F-43m,,,,14.66,,24.68,,
31454_RuSbTa, F-43m ,3.88947413716581,300,403.768,3,3,180.17,69.8949,185.6745861591,0.3282413034,7.9228845393,-11.1159,-2.86364,11.3948281747,4.8979701548,2.476674049,2.7765008078,212.5283393387,1.4405753825,1.0386900732,1.1878568333,1.82E-06,21.6200608723,15.58,RuSbTa,F-43m,,,,15.58,,20.92,,
1541_BeSe, F-43m ,3.26544912745295,300,87.973,2,2,74.7232,55.0957,132.67793418,0.2040679598,14.6133127015,-6.27199,-2.03282,4.1953595214,5.9431440994,3.623883777,4.0024570451,364.9166590119,0.8886681431,0.475695554,0.6435069512,4.18E-07,23.4998388957,15.6,BeSe,F-43m,,,,15.6,,,,
1093990_IrAsZr, F-43m ,3.87598656808568,300,358.366,3,3,155.64,62.4324,165.207163742,0.3230883623,7.7124572329,-12.0166,-3.16246,10.2194743338,4.8348001333,2.4716714236,2.7690206253,212.6933246534,1.8118316379,1.3081288386,1.4950068005,3.16E-06,21.013820359,16.04,IrAsZr,F-43m,,,,16.04,,17.4,,
2711933_AsRhZr,,6.09846776888021,300,1076.21,12,3,150.299,59.5222,157.7431731412,0.3250784845,7.3884437262,-2.15057,-0.60769,7.8711154811,5.4016490733,2.7499281408,3.0815550443,238.8063073642,1.2953613031,0.9911380591,1.1019180565,1.52E-06,19.590536911,16.73,15 RhAsZr,F-43m,,,,16.73,,27.11,,
2788357_NiGeZr,,6.02259995199954,300,890.096,12,3,115.677,11.0064,32.0041593286,0.4538886161,0.5189415844,-1.59864,0.05654,6.7590593508,4.3915320099,1.2760847425,1.4548274509,114.1626567849,1.1097010919,-0.7277567143,0.87382229,8.72E-07,1.5932878555,16.78,113 NiGeZr,F-43m,,,,16.78,,21.16,,
2720183_AsIrTi,,5.93163132036777,300,1260.09,12,3,173.338,62.1544,166.5557156397,0.339854585,6.7463274685,-2.92369,-0.46531,10.0156831181,5.0577598254,2.4911257527,2.7970011187,222.8512563153,1.2767836787,0.6145346401,0.8917178571,9.15E-07,16.658805608,16.92,8 IrAsTi,F-43m,,,,16.92,,30.07,,
2712495_AsRhTi,,5.88349307312023,300,902.832,12,3,158.497,55.4013,148.8596813608,0.3434674038,6.1218529516,-2.8134,-0.50304,7.3536450632,5.6212693855,2.7447869853,3.0832958665,247.6717943568,1.3601868993,0.7579427414,0.9998437877,1.2E-06,17.0128236387,17.74,14 RhAsTi,F-43m,,,,17.74,,33.05,,
1009548_PdN, Fm-3m ,2.78710052792667,300,120.421,2,2,201.692,48.7076,135.2364900753,0.3882483439,3.6836343273,-25.9341,-7.99328,9.2361903933,5.3729465473,2.2964232067,2.595405345,277.2442155237,1.3189057972,1.6097964726,1.5190349862,3.29E-06,16.9760929814,18.2,PdN,Fm-3m,,,,18.2,,,,
2686904_AsCoTi,,5.60014880556965,300,726.94,12,3,170.103,88.8769,227.0815215884,0.2775058625,12.9187800273,-4.74239,-1.29221,6.8659608853,6.4833827956,3.5978560775,4.0074798173,338.1959270822,1.8005635968,1.1101040257,1.3792136844,2.61E-06,37.7560598947,18.96,3 CoAsTi,F-43m,,,,18.96,,37.06,,
2720114_GeIrV,,5.83181094058653,300,1263.08,12,3,188.931,66.7309,179.1058253858,0.3420006727,6.9095390914,-3.79831,-0.35856,10.5638447294,5.1290577907,2.5133471957,2.8227594302,228.7531204311,1.3593540326,0.3661958483,0.8398496263,7.93E-07,17.3359632703,19.34,82 IrGeV,F-43m,,,,19.34,,29.99,,
505297_RuNbSb, F-43m ,3.89739032074932,300,315.73,3,3,172.54,66.6787,177.2084827195,0.3288237677,7.6730201677,-10.026,-2.75015,8.8561036548,5.4333636059,2.7439248731,3.0763408961,235.0014214859,1.3835980417,1.0541795706,1.1742987518,1.77E-06,22.7976789207,19.91,RuNbSb,F-43m,,,,19.91,,22.7,,
2719352_GeIrTa,,6.0130272502101,300,1783.11,12,3,202.335,80.777,213.8702796162,0.3238315338,8.9169608067,-3.36849,-0.61187,13.6050480273,4.7737227277,2.4366537512,2.7300555738,214.5729203885,1.3004329543,0.6567524793,0.9226363507,9.93E-07,21.6242031502,20.43,81 IrGeTa,F-43m,,,,20.43,,37.24,,
2719690_GeIrNb,,6.02168082188958,300,1430.96,12,3,192.294,77.3779,204.6797505447,0.3225982519,8.7763273844,-3.15065,-0.60205,10.8711567385,5.2133249999,2.667906412,2.9886718121,234.5616952691,1.2941199142,0.6827852925,0.932226343,1.02E-06,22.7959070011,20.88,80 IrGeNb,F-43m,,,,20.88,,33.02,,
2784752_AsFeTa,,5.68969102074666,300,1246.87,12,3,198.31,99.5442,255.8273478237,0.2849937406,13.172093586,-3.22327,-1.49701,11.2294009198,5.4294902383,2.9773485998,3.319385663,275.7183225397,1.2853520847,1.2183174504,1.2410647044,2.02E-06,34.1787100267,21.08,6 FeAsTa,F-43m,,,,21.08,,32.89,,
1986_ZnO, F-43m ,2.91698318560452,300,81.39,2,2,109.887,44.3975,117.3837053362,0.3219630085,6.3714312346,-23.4547,3.34257,5.445249947,5.5723953205,2.8554223086,3.1984675999,326.450969398,1.2276988569,-1.1009826462,1.144780919,1.67E-06,17.5072170437,22.38,ZnO,F-43m,,,,22.38,,,,
2784654_AsFeNb,,5.69822454193186,300,894.716,12,3,189.806,96.5156,247.5819807897,0.2826008479,13.1333648132,-3.76343,-1.45828,8.021729015,6.301098528,3.4686842153,3.8660218544,320.6426891788,1.4912288371,1.2310916522,1.3234974823,2.36E-06,39.6377487294,23.09,5 FeAsNb,F-43m,,,,23.09,,47.63,,
10044_BAs, F-43m ,3.03586580229083,300,85.733,2,2,131.342,125.419,285.4104682536,0.137827874,31.9981894108,-14.8762,-7.33929,5.0880205765,7.6603165256,4.9648626371,5.4466366652,534.1408187736,0.988919435,0.6520024911,0.7806356695,6.65E-07,72.1352015525,25.75,BAs,F-43m,,,,25.75,,,,
422_BeS, F-43m ,3.07231682568585,300,41.079,2,2,94.2002,66.8597,162.2037582165,0.2130158991,15.6513903844,-9.06823,-2.99915,2.3521792427,8.8287875405,5.331470435,5.8941707491,571.1716538675,0.8667478578,0.4837651331,0.6375236615,4.09E-07,39.4416000392,27.54,BeS,F-43m,,,,27.54,,,,
2114_YN, Fm-3m ,3.09022240171592,300,102.907,2,2,158.814,120.916,289.3212824069,0.1963730292,24.0297436482,-17.1711,-10.3388,5.7906092033,7.4342444344,4.5696165413,5.0428203931,485.8404792611,1.2605452427,1.0949446503,1.1527910888,1.69E-06,77.5149141996,28.51,YN,Fm-3m,,,,28.51,,,,
1009488_NiN, Fm-3m ,2.55555625568839,300,72.691,2,2,264.479,95.5838,255.9210881925,0.3387262705,8.7580361067,-15.0723,-17.8207,7.2322404203,7.3614698709,3.63542943,4.0811957085,475.4577253637,0.6601856747,1.3891800511,1.1965906504,1.85E-06,43.0773754653,30.3,NiN,Fm-3m,,,,30.3,,,,
1001916_HfN, F-43m ,3.0937090597582,300,192.491,2,2,204.015,82.5997,218.3334878385,0.3216360824,9.1838028874,-22.2776,-0.23297,10.794948368,5.3945698247,2.7661705306,3.0983610667,298.1690009842,0.8978595018,-0.124909604,0.5283169829,2.61E-07,24.5587086528,36.14,HfN,F-43m,,,,36.14,,,,
1009885_ZrN, F-43m ,3.14778545952026,300,105.225,2,2,193.73,71.4427,190.8659318465,0.3357973022,7.5632018447,-20.2489,0.11984,5.6021161358,7.1822918621,3.5711071045,4.0074256821,379.0271192997,0.9174298315,-0.1928261595,0.5525822265,2.9E-07,28.5669570296,41.65,ZrN,F-43m,,,,41.65,,,,
16730_MoN, Fm-3m ,2.73729678161733,300,109.941,2,2,344.176,31.6847,92.2240636339,0.4553406476,0.9268037038,-63.1398,-35.9773,8.9010772603,6.5888525163,1.8867028887,2.1513497775,233.9909559797,2.7819943258,11.4776667656,9.5081221629,0.000268,19.0527937766,45.92,MoN,Fm-3m,,,,45.92,,,,
343_PrN, Fm-3m ,3.13087428410593,300,154.908,2,2,131.601,68.7342,175.6264763385,0.2775770747,11.1105396218,-43.9232,-3.31552,8.3815725113,5.1609502594,2.8636747344,3.1897381418,303.3188038586,3.1562822302,0.5735275074,1.8814874541,5.49E-06,34.9949208446,58.21,PrN,Fm-3m,,,,58.21,,,,
1778_BeO, F-43m ,2.41128940488351,300,25.013,2,2,193.426,163.141,382.0206365374,0.1708296398,32.2742304664,-62.0336,-18.6352,2.9625542894,11.7776847229,7.4207602601,8.1674464535,1008.4326319159,1.3153542379,0.6340685991,0.9191015083,9.84E-07,120.0800746466,62.77,BeO,F-43m,,,,62.77,,,,
1018027_VN, P-6m2 ,2.58132576134807,300,64.942,2,2,347.305,253.005,610.7165799625,0.2069259105,35.1471133003,-71.491,-37.6998,6.2696855619,10.4498447934,6.3524560891,7.0182455635,809.4605294762,1.3627590065,1.1148031857,1.2031464853,1.88E-06,192.2436801683,101,VN,P-6m2,,,,101,,,,
1330_AlN, Fm-3m ,2.56318938422029,300,40.982,2,2,255.333,232.261,534.6653990113,0.1510012422,43.3514130776,-44.4764,-36.5213,4.0411001159,11.8244221854,7.5812067532,8.3275053572,967.2620696178,1.2218003209,1.1573151727,1.1792021091,1.79E-06,203.8970007178,107,AlN,Fm-3m,,,,107,,,,
1145_TiB2, P6/mmm ,2.95029203275761,300,69.502,3,3,261.322,252.517,572.9898389708,0.1345569585,48.8600769786,-31.0911,-25.358,4.4941838096,11.5353105757,7.4958328758,8.2206317176,829.5644229864,1.2268498732,1.1227384823,1.158482342,1.71E-06,166.2059020906,110,TiB2,P6/mmm,,,,110,,,,
585_MnB2, P6/mmm ,2.80416048160219,300,76.56,3,3,262.529,78.2193,213.458265997,0.3644859133,6.2138177523,-38.3107,-6.17376,5.7655650856,7.9763902226,3.6832909248,4.1493087792,440.5374391514,1.2321877609,0.7035239896,0.9143629268,9.72E-07,23.7071428308,117,MnB2,P6/mmm,,,,117,,,,
30148_B2C4N2, P2221 ,3.62005270417655,300,97.668,8,8,374.895,420.969,918.9459991014,0.0914651662,78.5442976083,-21.8318,-17.8282,3.4186619819,16.5482937667,11.0967800184,12.1217451582,996.9197238226,0.988761506,0.8378845093,0.8910200554,9.13E-07,167.9239221132,120,B2C4N2,P2221,,,,120,,,,
2694811_KGeBa,,8.01061091982516,300,996.14,12,3,17.0831,6.22177,16.6446191411,0.3376112538,1.7874996402,-0.10845,-0.00604,3.2145850771,2.8097845649,1.3912158411,1.5615711551,92.1282318811,1.0132037212,0.0828444532,0.5888712897,3.38E-07,1.0643996573,0.22,92 GeBaK,F-43m,,,,,,0.22,,
2729648_MnTeTi,,5.94061793765613,300,921.672,12,3,136.262,32.2659,89.7163000368,0.3902649552,2.8291558203,-2.08518,-0.76469,7.2926099711,4.9582486713,2.1034413071,2.3779569954,189.1772771734,1.6486577242,2.3176474002,2.1182580292,7.3E-06,10.5519943145,0.77,97 MnTeTi,F-43m,,,,,,0.77,,
2750457_NaBaSn,,8.00187456071846,300,1116.11,12,3,17.5157,4.09462,11.395861916,0.3915652632,0.8330185963,-0.10854,0.02253,3.6135431241,2.5215231881,1.0644865556,1.2036254522,71.0879876155,0.7086308644,-1.5762566653,1.3504724916,2.48E-06,0.7628033049,1,102 SnBaNa,F-43m,,,,,,1,,
2694592_YGeK,,7.19048382728156,300,802.456,12,3,29.6828,3.0162,8.7521517743,0.4508573328,0.2628160239,-0.26755,-0.13701,3.5805384916,3.0680972876,0.9178165707,1.0459913771,68.7490318849,2.3164217001,8.2771049168,6.8892849435,0.000124,0.8553029409,1.24,52 GeKY,F-43m,,,,,,1.24,,
961656_FeTeV, F-43m ,3.64982172144816,300,234.388,3,3,159.941,52.2497,141.3562909905,0.3526995465,5.46555278,-10.5896,-2.88182,8.005140651,5.3556024411,2.5548029982,2.8734450848,234.3911353661,1.3613449392,1.1741457055,1.2396903268,2.02E-06,16.0706585152,1.26,FeTeV,F-43m,,,,,,1.26,,
2695018_SrGeBa,,7.92561254043329,300,1190.23,12,3,22.696,7.62895,20.5808586162,0.3488657427,1.8335592855,-0.0809,0.1106,3.9658276898,2.8788516003,1.386964879,1.5591452623,92.9716071835,-0.6708087231,-3.7754339282,3.1068626746,1.83E-05,2.5151610854,1.35,41 GeBaSr,F-43m,,,,,,1.35,,
961695_CoLaTe, F-43m ,4.12540247067817,300,325.433,3,3,84.9865,31.008,82.9372307273,0.3373521467,4.5838141593,-4.32078,-4.29995,7.6968170709,4.0513384434,2.007156773,2.2528568476,162.5837755582,2.6271741575,4.7014236568,4.1275017809,3.62E-05,13.6174036177,1.42,CoLaTe,F-43m,,,,,,1.42,,
2757553_PbKLa,,7.84850337270675,300,1540.79,12,3,21.659,8.00303,21.3762400609,0.3355091797,2.1064182892,-0.06027,-0.78155,5.2866963058,2.4729122195,1.2303680386,1.380641862,83.1363176564,8.0755312964,23.4399025327,19.6983270627,0.00154,4.8184225767,1.5,120 PbKLa,F-43m,,,,,,1.5,,
2750764_MgBaSn,,7.70885583667002,300,1121.37,12,3,26.8463,8.0586,21.9768316106,0.3635638703,1.6585203289,-0.19259,-0.06538,4.0605103412,3.042651464,1.4087680363,1.5868091392,97.2817479749,1.5380238137,1.6916729829,1.642054832,3.96E-06,2.0460582359,1.61,95 SnBaMg,F-43m,,,,,,1.61,,
1752361_NaPtLi,,6.12923350246193,300,900.32,12,3,35.6292,12.7211,34.1044049896,0.3404660363,2.6537357948,-0.48869,-0.20264,6.4860435015,2.8475044374,1.4004654682,1.5725512415,121.2537657849,1.494644668,1.6672897679,1.6117974463,3.79E-06,2.5104006175,1.76,107 PtLiNa,F-43m,,,,,,1.76,,
2672659_NaKTe,,7.84633823835429,300,758.752,12,3,15.605,5.42642,14.5883009478,0.3441920223,1.5630843202,-0.11758,-0.03234,2.6055549187,2.9607387587,1.4431337605,1.6212697059,97.6528310636,1.5326978609,1.2727870063,1.3649342182,2.54E-06,1.3237223718,1.82,106 TeKNa,F-43m,,,,,,1.82,,
2805096_NaBiSr,,7.48881295125165,300,1278.36,12,3,21.4299,7.14849,19.2995207838,0.3499019222,1.7493735171,-0.30039,-0.23761,5.0491198872,2.4762882178,1.189869454,1.3377685914,84.4237440123,4.0195254144,6.8133965285,6.027750522,8.98E-05,2.4912044031,1.83,103 BiNaSr,F-43m,,,,,,1.83,,
2752431_KSnLa,,7.77006938481658,300,1186.83,12,3,24.3843,4.89768,13.7710505907,0.4058748827,0.7745404722,-0.84013,0.21454,4.1967711173,2.7140869207,1.0802830475,1.2238855878,74.4410551034,4.0372274411,-10.4412108794,8.8381177232,0.000225,1.9169856816,1.88,93 SnKLa,F-43m,,,,,,1.88,,
1100443_SeKNa, F-43m ,4.43376230922932,300,141.048,3,3,19.391,7.70298,20.4067759845,0.3246026852,2.2419395377,-0.7947,-0.54202,2.6871892843,3.3223734711,1.6930908226,1.8971504242,127.3911601256,2.0627448381,2.8998389714,2.6503489322,1.25E-05,2.5559382768,1.9,SeKNa,F-43m,,,,,,1.9,,
961652_FeSbZr, F-43m ,3.86307467980343,300,268.821,3,3,113.873,38.8062,104.5430368793,0.346988843,4.8254649466,-18.8284,-2.31889,7.7430565102,4.6248014826,2.238691985,2.5159725934,193.9021991661,3.6485241579,1.5557901637,2.4598573534,1.04E-05,14.5271855834,1.97,FeSbZr,F-43m,,,,,,1.97,,
961664_PdSnV, F-43m ,3.85927375886574,300,276.071,3,3,123.802,27.3116,76.3223803735,0.3972520902,2.3622609404,-8.4902,-0.72071,7.9754018931,4.4820700694,1.8505349129,2.0940526877,161.5444160207,1.5286912793,0.5917365539,1.0061811179,1.22E-06,6.0276917043,2.05,PdSnV,F-43m,,,,,,2.05,,
961774_SbBaNa, F-43m ,4.75778961940404,300,282.067,3,3,24.7125,10.2838,27.0932296411,0.3172771564,2.8031548132,-0.78506,-0.4797,4.3489571074,2.9724190998,1.537744735,1.7214364459,107.719838018,1.8299363712,2.3452302003,2.1869976762,7.88E-06,3.0708480566,2.12,SbBaNa,F-43m,,,,,,2.12,,
962072_SnKY, F-43m ,4.7551375622105,300,246.714,3,3,26.5601,6.53188,18.1109731118,0.3863522532,1.1616445962,-0.70504,-0.24469,3.8102466248,3.0424378292,1.3093102122,1.4793900354,92.6252805632,1.4053058851,1.8472304656,1.7126398158,4.38E-06,1.5477053627,2.26,SnKY,F-43m,,,,,,2.26,,
2750278_ScBaSn,,7.67324157673641,300,1203.97,12,3,32.9769,4.45135,12.7790609137,0.4354140782,0.4600738054,-0.22826,-0.23748,4.4205927919,2.9668917917,1.0034728254,1.1413763983,70.298589763,2.9966269203,11.8848558153,9.8569665449,0.000292,1.6893693335,2.3,27 SnBaSc,F-43m,,,,,,2.3,,
2694166_NaGeBa,,7.64037835173873,300,931.708,12,3,20.0963,7.38516,19.7376885349,0.3363074419,1.9968975877,-0.14328,-0.02464,3.4652668823,2.9395484082,1.4598613488,1.6383384542,101.3410397694,1.1451049621,0.5773718105,0.811989694,7.31E-07,1.437152978,2.44,105 GeBaNa,F-43m,,,,,,2.44,,
2726756_SbPdLa,,6.84943785679418,300,1468.28,12,3,77.2701,31.9807,84.3105601921,0.3181475107,5.4092237984,-0.85149,-0.36113,7.5795871955,3.9774689319,2.0540982188,2.2997309229,158.6787210819,1.6194289784,1.6476387457,1.6382894625,3.94E-06,10.320628138,2.48,22 PdLaSb,F-43m,,,,,,2.48,,
2774159_AuSnLa,,6.99359959178546,300,1818.3,12,3,67.2548,24.4543,65.4323515287,0.3378496119,3.973353366,-1.32841,-0.4405,8.8178906118,3.3652287233,1.6653106688,1.86928834,126.3200036537,3.1144051578,2.9141295532,2.9823828054,1.66E-05,8.3662563516,2.61,62 AuLaSn,F-43m,,,,,,2.61,,
1100395_BaBrCl, F-43m ,4.8004050584099,300,252.684,3,3,26.1574,7.95243,21.6620427804,0.3619763255,1.6704042641,-0.83322,-0.2303,3.7930855432,3.1131153532,1.4479501455,1.6305908745,101.1293126255,1.5490068236,1.4350944303,1.4740436659,3.06E-06,1.9614087263,2.79,BaBrCl,F-43m,,,,,,2.79,,
1100429_SbKSr, F-43m ,4.95560701914182,300,248.468,3,3,19.4722,3.38294,9.5932681443,0.4178891946,0.5264121547,-0.49726,-0.16989,3.3902243134,2.6597180774,0.9989251109,1.1335620061,68.1017628925,1.6697343159,2.8891979068,2.5483943817,1.14E-05,0.7568704706,2.81,SbKSr,F-43m,,,,,,2.81,,
1766119_NaAsBa,,7.1904193559839,300,940.956,12,3,28.4757,4.48769,12.7911217631,0.4251342855,0.5541087874,-0.27114,-0.17862,4.1986349449,2.8648315012,1.0338496059,1.174335023,77.185263276,2.5805951939,7.231768965,6.0897847877,9.2E-05,1.3509948503,2.91,100 AsBaNa,F-43m,,,,,,2.91,,
1100434_SiBaSr, F-43m ,4.76616835603453,300,253.032,3,3,24.5333,7.79512,21.1457673635,0.3563464939,1.7384593273,-0.80307,-0.58851,3.8807517286,3.0000011929,1.4172728669,1.594825199,99.6216298687,2.2942762957,3.920376105,3.4642171472,2.38E-05,2.623698308,2.92,SiBaSr,F-43m,,,,,,2.92,,
1100433_SiCaZn, F-43m ,4.00208224920481,300,133.553,3,3,58.5858,24.1912,63.7931310579,0.3185193595,4.5817531494,-2.69015,-2.22838,3.4597456078,5.124107501,2.6442750222,2.9606251562,220.2456541426,1.8307347872,2.7856291682,2.5080569894,1.09E-05,11.0425508834,3.1,SiCaZn,F-43m,,,,,,3.1,,
1766664_SrAsK,,7.46137175980813,300,806.56,12,3,22.9461,2.96139,8.51774095,0.4381322538,0.3439342224,-0.17768,-0.06351,3.2209360522,2.8896261241,0.9588634213,1.0910207085,69.1052291232,1.8594210862,4.2875624116,3.6616858432,2.71E-05,0.7036849422,3.35,40 AsKSr,F-43m,,,,,,3.35,,
1764103_YSiAg,,6.49822436705789,300,899.436,12,3,70.2877,28.1032,74.394521804,0.3235952099,4.8166774035,-0.7985,-0.23855,5.4373541266,4.4517649716,2.2734430399,2.547113615,185.2465853084,1.2549637116,0.9979359409,1.0903648016,1.48E-06,8.1091594551,3.67,57 SiAgY,F-43m,,,,,,3.67,,
4076_CoSbV, F-43m ,3.652821987264,300,231.624,3,3,145.623,48.1592,130.1321956835,0.3510626805,5.2863149566,-4.21201,-2.15173,7.8912641419,5.1566297549,2.4703946702,2.7778956996,226.4109149529,0.6557096983,0.9221732663,0.8427657394,7.99E-07,12.2762446003,3.73,CoSbV,F-43m,,,,,,3.73,,
961657_NiPY, F-43m ,3.75959026771107,300,178.57,3,3,114.249,39.5938,106.4808372682,0.3446655445,4.9794157495,-11.0569,-4.13063,5.5800166742,5.4713367507,2.6637646066,2.9927612395,236.9962566477,2.4681175345,2.6052531566,2.5603575391,1.15E-05,17.4247345947,3.78,NiPY,F-43m,,,,,,3.78,,
1766995_NaAsSr,,6.92845492215106,300,742.128,12,3,31.3608,7.02096,19.6002022219,0.3958349159,1.0856326738,-0.30285,-0.23111,3.701443206,3.3168774927,1.3772497568,1.5581833161,106.2866577392,2.3284340424,5.3072909474,4.5371165399,4.54E-05,2.383263777,3.79,101 AsNaSr,F-43m,,,,,,3.79,,
962075_SnMgSr, F-43m ,4.7954818596137,300,230.635,3,3,19.7529,4.74812,13.1876924355,0.3887277949,0.9385068421,-0.94771,-0.40641,3.4727778674,2.7406041926,1.1692902832,1.3216127419,82.0506256925,2.9822695896,4.5529797197,4.0968760685,3.55E-05,1.4376212423,4.23,SnMgSr,F-43m,,,,,,4.23,,
1100393_SeAgLi, F-43m ,3.82403965809142,300,193.838,3,3,50.3701,2.02893,6.0061465827,0.4801266142,0.0705897268,-3.42345,-3.44038,5.7559936421,3.0365905747,0.5937086537,0.6787822503,52.8467181543,4.0533162557,47.2440497208,38.6455251429,0.0077,0.6267437896,4.34,SeAgLi,F-43m,,,,,,4.34,,
2715332_YInCd,,6.98684604570884,300,1264.55,12,3,48.7393,22.3803,58.2283879787,0.3008848849,4.9570795732,-0.48887,-0.07414,6.1502666355,3.5744416426,1.9075941403,2.1309792344,144.1433596745,1.1088204967,0.3982705728,0.7180347699,5.44E-07,4.8864275983,4.39,53 InCdY,F-43m,,,,,,4.39,,
1100411_SnCaCd, F-43m ,4.40800882955358,300,271.199,3,3,53.9649,22.3331,58.877278965,0.3181618084,4.3839460254,-0.75927,-1.18933,5.2578629856,3.9908736917,2.0609614714,2.307419181,155.8453954521,1.0325647946,2.1139418136,1.8260786801,5.11E-06,7.7071927844,4.49,SnCaCd,F-43m,,,,,,4.49,,
1759138_YTlCd,,7.00611710186031,300,1622.79,12,3,50.0303,23.6832,61.3664430352,0.295569075,5.3097018063,-0.64473,-0.13932,7.8276537482,3.2288680518,1.7394197141,1.9418063452,130.986072469,1.5831976908,0.8448551716,1.1451456167,1.67E-06,5.6870984679,4.58,59 TlCdY,F-43m,,,,,,4.58,,
2780442_SrAlGa,,6.91112118206421,300,737.296,12,3,34.4839,8.86356,24.4922288401,0.3816248122,1.4624169299,-0.63127,-0.2747,3.7050819058,3.5350932558,1.5466968032,1.7464789616,119.4294539563,3.3891948069,4.9485731467,4.4893724066,4.43E-05,3.3366312333,4.8,39 GaAlSr,F-43m,,,,,,4.8,,
962068_SnCaMg, F-43m ,4.4191315697936,300,183.093,3,3,34.4837,19.2462,48.6817695455,0.2647112039,5.7022630394,-0.86692,-0.85069,3.5229744469,4.1318647882,2.337317715,2.5993929746,175.1237068958,1.2690337012,1.7405811797,1.5989259125,3.72E-06,7.0186180387,5.15,SnCaMg,F-43m,,,,,,5.15,,
2812671_SbLiCd,,6.73837046430225,300,964.684,12,3,37.155,20.9753,52.9599785224,0.2624367356,6.0772577009,-0.57431,-0.20701,5.2302431925,3.5286058178,2.0025950995,2.2265327704,156.1603608184,1.8308507678,1.343127701,1.5231544654,3.31E-06,6.1756164263,5.19,21 SbCdLi,F-43m,,,,,,5.19,,
1100409_SbCaLi, F-43m ,4.2195985033145,300,168.838,3,3,36.5341,25.1644,61.3966829666,0.2199115212,8.5320481942,-1.46848,-1.18917,3.7316882778,4.3337606333,2.5968126063,2.87307598,202.71501332,1.4702362226,1.6085066357,1.5637755321,3.52E-06,9.5004839024,5.25,SbCaLi,F-43m,,,,,,5.25,,
961723_RhCaLi, F-43m ,3.91617216230546,300,149.994,3,3,43.2424,7.70781,21.8265915526,0.415875038,0.8781717209,-2.21522,-0.73496,4.1470293327,3.5924223442,1.3633173029,1.5466465341,117.5815631065,1.6261544706,2.6967729874,2.3937103315,9.79E-06,1.8124054525,5.25,RhCaLi,F-43m,,,,,,5.25,,
961684_AsCaLi, F-43m ,4.20513355653513,300,122.01,3,3,37.8614,18.9498,48.7210347494,0.2855289963,4.974346342,-1.43604,-0.3596,2.7246115553,4.813467348,2.6372422106,2.9404029602,208.1790345771,0.9614977532,0.5388778773,0.7083447049,5.27E-07,5.3983731226,5.41,AsCaLi,F-43m,,,,,,5.41,,
