Name,,V,T,M,n,np,B,G,E,v,H,B',G',ρ,vL,vS,va,Θe,γel,γes,γe,A,κ,κref.,Formula,space group,k_BTE_DFT,k_BTE_DFT（1000 K）,k_AFLOW_AAPL,k_AFLOW_AGL,k_AFLOW_AGL (Poisson ratio σ=0.25),k_Mingo,k_EXP,k_EXP（1000 K）
21276_PbS, Fm-3m ,3.77204789448836,300,239.266,2,2,54.4024,32.1734,80.6261808257,0.2529944119,8.2416473619,-3.58755,-1.43618,7.402832826,3.6254176457,2.0847285219,2.3152573662,182.7393217933,1.3508874954,1.0312138899,1.1477080347,1.68E-06,11.6857361743,2.9,PbS,Fm-3m,,,1.35,6.11,6.48,,2.9,
820_HgSe, F-43m ,3.95256469663525,300,279.55,2,2,44.56,14.3723,38.9312911181,0.354386254,2.5305955684,-2.74551,0.52417,7.5174592538,2.9114731719,1.3826988305,1.5555072294,117.1663711194,0.8249568205,-1.2927041659,1.1579755145,1.71E-06,3.784394848,3,HgSe,F-43m,,,,1.32,3.22,,3,
23251_KBr, Fm-3m ,4.24305671357961,300,119.002,2,2,11.3183,7.94457,19.3145937092,0.2155845885,4.4435445164,-1.32896,-0.27154,2.586820527,2.9103722767,1.7524758776,1.9379854466,135.982057256,2.7810800086,1.1388124593,1.8554598396,5.31E-06,3.2645674776,3.4,KBr,Fm-3m,,,2.38,0.842,1,,3.4,
753_ZnSb, Pbca ,7.39406634151807,300,1497.12,16,16,46.1683,26.8948,67.5647220253,0.2560926652,7.2914777032,-2.49166,-0.17875,6.1497170141,3.6521918565,2.0912530804,2.3233521786,93.549535571,6.5603006892,1.1767098875,3.9075498483,3.17E-05,3.9236479752,3.5,ZnSb,Pbca,,,,1.23,1.24,,3.5,
22867_RbBr, Fm-3m ,4.43850502925177,300,165.372,2,2,9.7129,6.92255,16.7809580382,0.212050331,4.1734841639,-0.51468,-0.20013,3.1405114271,2.455974247,1.4846800116,1.6412040096,110.086936305,1.6370663495,1.0972727198,1.3023057854,2.27E-06,2.1855470147,3.8,RbBr,Fm-3m,,,1.68,0.558,0.76,,3.8,
241_CdF2, Fm-3m ,3.45688605753326,300,150.407,3,3,109.822,32.8304,89.5661720602,0.3640737253,3.7539470584,-8.7485,-1.69283,6.0459061604,5.0403310662,2.3302761271,2.6249602892,226.0724314747,1.3133263216,0.8983646351,1.0549793145,1.37E-06,8.2162140839,4.3,CdF2,Fm-3m,,,3.01,,,,4.3,
2691_CdSe, F-43m ,3.91116676870214,300,191.371,2,2,44.5726,16.3207,43.6361620209,0.336834879,3.1621104487,-3.05538,0.27523,5.3113591806,3.5339770903,1.7529379977,1.9673833776,149.7588843297,1.0457470462,-0.6711490387,0.8153667782,7.38E-07,4.6523394734,4.4,CdSe,F-43m,,,,2.04,4.99,,4.4,
5238_CuGaS2, I-42d ,5.36717628653706,300,394.802,8,8,78.7311,34.1709,89.5562833574,0.3104173925,5.944369741,-2.39971,-0.05035,4.2402387644,5.4141085174,2.8387886013,3.1750824043,176.1242163358,1.3676144101,-0.0527596069,0.7907667855,6.86E-07,5.290683531,5.09,CuGaS2,I-42d,,,,2.79,3.78,,5.09,
22862_NaCl, Fm-3m ,3.55978915554712,300,58.443,2,2,23.8895,15.2294,37.6810574444,0.2371156265,5.8094636405,-2.0392,-1.02555,2.1513358883,4.5324629179,2.6606471663,2.9494203422,246.67340467,1.5718835207,1.3521902975,1.429178669,2.84E-06,7.2331410336,7.1,NaCl,Fm-3m,,,6.53,2.12,2.43,,7.1,
23193_KCl, Fm-3m ,4.04164818545888,300,74.551,2,2,16.2372,9.93989,24.7660176608,0.2457893227,4.3165485669,-0.99013,-0.4064,1.8751089272,3.9657650653,2.302382833,2.5548267381,188.1970790631,1.548170461,1.1829724138,1.3160140881,2.33E-06,4.5011523063,7.1,KCl,Fm-3m,,,3.77,1.25,1.4,,7.1,
406_CdTe, F-43m ,4.17609243885551,300,240.011,2,2,35.8159,14.3805,38.0491130095,0.3229412402,3.2708044153,-1.48973,-0.01592,5.4722935303,3.1699818282,1.6210719866,1.8160566969,129.4700251129,0.8339077482,-0.1263532701,0.492386173,2.2E-07,3.2900436022,7.5,CdTe,F-43m,,,,1.71,3.49,,7.5,
2741_CaF2, Fm-3m ,3.46551161387774,300,78.074,3,3,94.4419,44.3896,115.1308574185,0.2968224248,7.6044155224,-7.60244,-2.2898,3.1149630732,7.0227754809,3.7749757357,4.2148707986,362.0985955802,1.2766968193,0.9067995957,1.0447528866,1.34E-06,17.4999981453,9.76,CaF2,Fm-3m,,,7.04,,,,9.76,
1317_CoSb3, Im-3 ,7.23029926952186,300,1696.732,16,16,55.8466,58.1543,129.5092754902,0.1134969855,22.588371842,-35.6923,-0.40465,7.4540616114,4.2301726483,2.7931510808,3.0572001296,125.8860272998,51.1690904112,1.1483659878,29.5573640141,0.00406,23.7039996707,10,CoSb3,Im-3,,,,2.6,1.6,,10,
3668_CdGeP2, I-42d ,5.70744896642306,300,493.938,8,8,65.3051,35.4631,90.0831349266,0.2700967333,7.8958700615,-1.29574,-0.1294,4.4115872851,5.0518563488,2.8352470691,3.1551996447,164.5867009146,1.0456223331,0.172531655,0.619908705,3.82E-07,5.2112273655,11,CdGeP2,I-42d,,,,2.96,3.4,,11,
4008_ZnGeAs2, I-42d ,5.74182834187504,300,575.688,8,8,54.1355,31.8645,79.914170194,0.2539686829,8.1500421026,-0.22847,-0.31666,5.0499271265,4.3741566499,2.5119500462,2.7900409437,144.6672761543,0.4707398888,0.7739371087,0.6878840356,4.91E-07,4.3257810123,11,ZnGeAs2,I-42d,,,,3.18,2.95,,11,
2343_Mg2Sn, Fm-3m ,4.30131562411287,300,167.32,3,3,41.9861,21.6065,55.3286015828,0.2803693699,5.5487119424,-1.52149,2.57837,3.4913426137,4.5030248406,2.487688373,2.7718908677,191.8601362824,-1.2437383141,-4.9149295644,4.0767613878,3.51E-05,11.9368553192,11.1,Mg2Sn,Fm-3m,,,9.91,,,,11.1,
2472_SrO, Fm-3m ,3.27976599560014,300,103.62,2,2,86.8243,55.6551,137.5706545778,0.2359213673,12.4790321466,-8.47633,-3.94561,4.8771213278,5.7460989439,3.3780860168,3.7442148739,339.8817439198,1.3381557459,1.0839026504,1.174783769,1.77E-06,28.5773771884,12,SrO,Fm-3m,,,9.12,13.4,12.47,,12,
3595_ZnSiAs2, I-42d ,5.62575298561751,300,486.638,8,8,62.3103,42.1308,103.1453319571,0.2241083952,11.2867125336,-1.41151,-0.24712,4.5385026015,5.1094581022,3.0467972753,3.3725108606,178.477153219,1.1414585322,0.3555132587,0.7201173365,5.48E-07,6.851820429,14,ZnSiAs2,I-42d,,,,3.96,3.7,,14,
643_ThO2, Fm-3m ,3.53888609127231,300,264.039,3,3,189.641,91.7845,237.1018026593,0.2916222383,12.0367566851,-13.6218,-4.99458,9.8927463908,5.616076441,3.0459743045,3.3986986132,285.9275499966,1.2737275333,1.0392002586,1.1228321608,1.59E-06,30.6271581646,14,ThO2,Fm-3m,,,14.42,,,,14,
23703_LiH, Fm-3m ,2.5266482719085,300,8.01,2,2,36.9929,43.2182,93.3150987926,0.0795810422,21.7233353885,-5.35167,-5.19188,0.8246063918,10.7117794206,7.2395236141,7.9000079546,930.8777975571,0.8795624512,0.8021962707,0.8287878335,7.68E-07,30.4090315858,15,LiH,Fm-3m,,,28.4,18.6,8.58,,15,
408_Mg2Ge, Fm-3m ,4.04491054036983,300,121.22,3,3,50.8624,41.9597,98.7296091972,0.1764813523,14.2107336466,-2.43326,-1.44816,3.0415577373,5.925912224,3.7142245371,4.0903196029,301.063603284,1.1853714882,0.975372347,1.050048887,1.35E-06,18.2650145854,15.7,Mg2Ge,Fm-3m,,,11.49,,,,15.7,
1239_IrSb3, Im-3 ,7.45243978166947,300,2229.88,16,16,95.9234,60.4712,149.9116071631,0.2395289589,12.8468314402,-0.85685,-0.34319,8.9461178313,4.4424096496,2.5999020498,2.882880411,115.1696598779,1.3740872288,1.0078291346,1.143030306,1.66E-06,6.7219710364,16,IrSb3,Im-3,,,,2.73,2.64,,16,
672_CdS, P63mc ,4.7140968047088,300,288.954,4,4,53.346,15.3087,41.9165070788,0.3690420179,2.2902746019,-1.83557,0.35532,4.5801718075,4.0129384977,1.8282192253,2.060809784,130.1515496954,0.8004419133,-1.3824238244,1.2196855492,1.94E-06,3.2644762795,16,CdS,P63mc,,,,1.76,4.4,,16,
1138_LiF, Fm-3m ,2.5601415937308,300,26.008,2,2,49.0084,51.7367,114.8097094791,0.109557717,21.4353334122,29.7424,-7.83684,2.5737333384,6.770832239,4.4835042723,4.9055817755,570.4748027079,-1.5385600865,1.1042123728,1.2656667634,2.12E-06,27.2757751247,17.6,LiF,Fm-3m,,,10.73,9.96,8.71,,17.6,
20724_Mg2Pb, Fm-3m ,4.36801879797087,300,255.81,3,3,36.7196,12.0898,32.682530358,0.3516571969,2.342852532,-1.5502,1.20993,5.0969757781,3.2197516906,1.5401154349,1.7319592871,118.0492175337,-0.2163810865,-4.3369410385,3.543300529,2.51E-05,4.0815016567,18,Mg2Pb,Fm-3m,,,9.2,,,,18,
2176_ZnTe, F-43m ,3.89629277343114,300,192.99,2,2,45.2592,22.758,58.473174873,0.2846729694,5.5670264854,-2.77588,-0.41803,5.4178703148,3.7355606017,2.0495227523,2.2848806499,174.5910067788,1.1372591901,0.3765813011,0.725025383,5.57E-07,7.065832915,18,ZnTe,F-43m,,,,3.83,4.87,,18,
1367_Mg2Si, Fm-3m ,6.35810855770339,300,306.78,12,12,55.6171,45.4103,107.0862688549,0.1790966901,14.7042256591,-0.64962,-0.34617,1.981945806,7.6557933664,4.7866458668,5.2727538158,246.8990895673,1.0626564697,0.8130237901,0.9039273826,9.45E-07,9.4359451209,18.8,Mg2Si,Fm-3m,,,15.67,,,,18.8,
10695_ZnS, F-43m ,3.43357734359847,300,97.456,2,2,69.0588,35.0276,89.8857005083,0.2830696438,7.2374229484,-5.3592,0.40073,3.9977591548,5.3811512325,2.9600352133,3.2992980687,286.078125055,0.676922906,-0.3982205042,0.5083908472,2.38E-07,12.0021433481,27,ZnS,F-43m,,,,8.38,11.33,,27,
2605_CaO, Fm-3m ,3.04344196939866,300,56.078,2,2,105.002,76.8543,185.3433401582,0.2058098256,17.6025861262,-11.0452,-6.82857,3.3032845688,7.925182363,4.8234867667,5.3283824048,521.2430685562,1.2022428769,1.0856860859,1.1258798765,1.6E-06,50.8914220874,27,CaO,Fm-3m,,,20.41,24.3,19.54,,27,
20305_InAs, F-43m ,3.91638949801611,300,189.742,2,2,48.8356,19.2234,50.9809102829,0.3260117951,3.7873048499,-3.58561,0.35283,5.2451074589,3.7679414938,1.9144230134,2.1455549513,163.1036565079,1.0897876318,-0.7179348632,0.8599414744,8.39E-07,6.0953390866,30,InAs,F-43m,,,,4.33,5.36,,30,
4524_ZnGeP2, I-42d ,5.48391997574984,300,399.896,8,8,71.6043,48.6109,118.9214687581,0.2231975623,12.3301630938,-1.5902,-0.26291,4.0264497372,5.8207108327,3.4746069969,3.8456631464,208.7805629328,1.0064409331,0.2793147614,0.6242213346,3.89E-07,8.2976293486,35,ZnGeP2,I-42d,,,,5.07,4.45,,35,
1156_GaSb, F-43m ,3.92722567049864,300,191.473,2,2,45.1659,19.9313,52.1262822513,0.30764883,4.4216721391,-2.79157,0.58247,5.2492652228,3.6968714898,1.9485814096,2.1786437334,165.1620603624,0.6839290485,-1.0517119949,0.9451552225,1.05E-06,6.6511271101,40,GaSb,F-43m,,,,4.96,4.62,,40,
22205_InN, P63mc ,4.04735385750906,300,257.642,4,4,126.948,47.0566,125.6452346905,0.3350436994,5.9598700679,-7.21716,0.05779,6.4528516601,5.4218379132,2.7004393737,3.0300766384,222.8909162513,1.0811290507,-0.2073780334,0.6467486172,4.23E-07,9.7386631304,45,InN,P63mc,,,,6.82,10.44,,45,
2534_GaAs, F-43m ,3.62969269382048,300,144.645,2,2,55.5955,39.3308,95.4773782822,0.2137736619,11.4311426816,-13.3637,-6.52925,5.0227597132,4.6378231705,2.7983059055,3.0939055502,253.7740010298,4.7175921846,3.8025983241,4.1301809504,3.62E-05,30.3845914261,45,GaAs,F-43m,,,,8,7.2,,45,
2624_AlSb, F-43m ,3.92700953259669,300,148.731,2,2,49.365,29.8318,74.4903031078,0.2485050032,8.0870857924,-2.84822,-0.31204,4.0781592393,4.6752626232,2.7046286213,3.0021260694,227.6024343844,0.9421664429,0.1500614959,0.5575884119,2.97E-07,10.9468698658,56,AlSb,F-43m,,,,6.83,7.22,,56,
1265_MgO, Fm-3m ,2.67587097151511,300,40.305,2,2,153.228,122.451,290.0809888634,0.1844778273,25.6187703117,-19.7986,-17.1614,3.4931076423,9.5187107164,5.9207290048,6.525654421,726.0538546668,1.1252260292,1.1759619113,1.1592966906,1.72E-06,87.9382272068,60,MgO,Fm-3m,,,54.06,44.5,31.86,,60,
1550_AlP, F-43m ,3.46939299012933,300,57.955,2,2,84.8087,49.085,123.4403465162,0.257414144,10.2889215603,-6.38519,-0.49143,2.3045119703,8.0746835684,4.6151403575,5.1281568374,440.0659180653,0.811695582,0.0423800564,0.4699084507,1.97E-07,25.4374342345,90,AlP,F-43m,,,,19.34,21.16,,90,
20351_InP, F-43m ,3.7795298165678,300,145.794,2,2,63.0936,31.4462,80.8985111875,0.2863002714,6.6570118102,-4.39262,-0.36826,4.4840956929,4.8395215776,2.6481748096,2.952874792,232.604005504,1.0886307873,0.1494662429,0.6402596626,4.13E-07,11.6504217871,93,InP,F-43m,,,,6.53,7.78,,93,
2172_AlAs, F-43m ,3.61215030358994,300,101.903,2,2,67.0829,41.6954,103.6182197384,0.2425617663,10.1659706025,-4.75488,-0.52985,3.5903606721,5.8453715493,3.4078073339,3.7800409408,311.5592307942,0.8824043,0.1327887948,0.5208656502,2.52E-07,17.2200844448,98,AlAs,F-43m,,,,11.64,12.03,,98,
856_SnO2, P42/mnm ,4.22595417451191,300,301.42,6,6,179.366,88.1293,227.1804506354,0.2889042046,11.9630030709,-8.88176,-1.66219,6.6320266646,6.6905418602,3.6453315004,4.0660812269,286.4581609285,1.243988125,0.5450460061,0.8449175014,8.04E-07,18.7350479755,98,SnO2,P42/mnm,,,,6.98,9.56,,98,
2490_GaP, F-43m ,3.48730091830865,300,100.697,2,2,80.7096,50.9903,126.3604468352,0.2390635752,11.6565008024,-8.00336,-1.27945,3.9427279154,6.1411854548,3.5962127767,3.9874182459,340.417830993,1.2179344125,0.3654097724,0.7638526989,6.31E-07,24.975645887,100,GaP,F-43m,,,,13.34,11.76,,100,
5967_CoSbTi, F-43m ,3.7064897062549,300,228.563,3,3,99.1099,75.0202,179.7159088261,0.1977834558,18.0513976463,-13.313,-3.95894,7.453599973,5.1688360605,3.1725324166,3.5015891384,281.2628160789,2.2103009119,1.1768996315,1.5974579396,3.71E-06,30.4336639478,18.5,CoSbTi,F-43m,,,,12.13,,23.28,12 or 25,
682_NaF, Fm-3m ,2.91384579874091,300,41.988,2,2,52.4118,36.3275,88.5288812086,0.2184829841,10.6539658499,-7.08337,-3.81125,2.8182144761,5.982016809,3.5902999665,3.9716262911,405.7997213011,1.3254879346,1.1311149726,1.1994110259,1.86E-06,17.6556363213,17.45,NaF,Fm-3m,,,21.11,4.67,4.52,,16.5/18.4,
1190_ZnSe, F-43m ,3.61750731400797,300,144.35,2,2,56.3189,29.0179,74.2939037371,0.2801392199,6.6030322514,-4.2422,-0.26488,5.0633399046,4.3317643475,2.3939465437,2.66736415,219.5244130175,0.978193196,0.0493968527,0.5661984419,3.08E-07,8.8355265337,26,ZnSe,F-43m,,,,5.44,7.46,,19/33,
20012_InSb, F-43m ,4.19322414621018,300,236.57,2,2,36.8242,14.5179,38.4948494375,0.3257719587,3.2195500482,-1.94439,0.3045,5.3279971533,3.2472392414,1.650706678,1.8499414342,131.3469021382,0.8427910426,-0.9398771517,0.9086684144,9.57E-07,4.3440939312,18.25,InSb,F-43m,,,,3.02,3.64,,20/16.5,
30717_Hg4K2, Imma ,5.94505391278912,300,880.556,6,6,9.70006,5.4157,13.6978554358,0.264643115,2.7168630322,0.64308,0.34669,6.9588605981,1.5593509128,0.8821820789,0.9810900584,49.1318378778,-7.0295214478,-6.8921594746,6.9382489682,0.000126,0.9017551349,0.086,Hg4K2,Imma,,,,0.086,,,,
621624_Sb6Tl21, Im-3m ,9.41256806868007,300,5022.48,27,27,29.3115,16.6745,42.0498375928,0.2609025036,5.3616465819,-0.16194,-0.10039,10.0009757559,2.2702232865,1.2912348018,1.4353626823,45.4007945662,2.2261159942,2.3436703389,2.3051517473,8.94E-06,0.9190260797,0.089,Sb6Tl21,Im-3m,,,,0.089,,,,
20118_Ag2Cr4Te8, Fd-3m ,7.09171817516616,300,1444.52,14,14,61.705,6.38702,18.5219958615,0.4499716504,0.4165370653,-0.76691,0.12912,6.7253935359,3.2312810697,0.9745189464,1.1104917123,46.6201628128,1.3437323197,-3.7717860494,3.1758650555,1.93E-05,0.4727187211,0.107,Ag2Cr4Te8,Fd-3m,,,,0.107,,,,
21613_K5Pb24, I-43m ,9.98330547813691,300,5168.29,29,29,29.5983,8.44429,23.1329534765,0.3697394024,1.6060763524,-0.11003,-0.02278,8.625262912,2.1764512516,0.9894535224,1.1154405056,33.2645753395,1.5429560239,1.1754295901,1.3094506143,2.3E-06,0.2929568973,0.135,K5Pb24,I-43m,,,,0.135,,,,
23425_Cs8Pb4Cl24, Fm-3m ,6.83262865362047,300,685.718,9,9,7.90408,3.76125,9.7389515529,0.2946429449,1.8207568608,-0.11943,-0.0549,3.5696911638,1.9023940181,1.0264806767,1.1457812655,49.9256619274,2.2114096902,2.1612830841,2.1781201342,7.8E-06,0.3552145874,0.157,Cs8Pb4Cl24,Fm-3m,,,,0.157,,,,
542680_Au4In8Na12, Fd-3m ,8.57787715786754,300,1982.304,24,24,29.6136,17.2377,43.3097486718,0.2562507954,5.6157334772,-0.16915,0.18466,5.2153005108,3.1757159013,1.8180255822,2.0198381166,70.104625501,-0.6290419782,-3.5473382644,2.9190701336,1.58E-05,1.5047631096,0.158,Au4In8Na12,Fd-3m,,,,0.158,,,,
22925_AgI, F-43m ,4.17571013533904,300,234.772,2,2,27.2524,8.34892,22.7260142449,0.3610152118,1.7340739275,-1.56387,0.19206,5.354313757,2.6774715594,1.2487147492,1.4060407256,100.2484090367,1.0736868951,-1.0041335845,1.0278411129,1.29E-06,2.0051601225,1.51,AgI,F-43m,,,,1.51,,,,
463_KF, Fm-3m ,3.43640240439537,300,58.096,2,2,32.4981,19.7717,49.3142441452,0.2470916549,6.4078658532,-2.6252,-1.21426,2.3772931393,4.9758824618,2.8839029255,3.2005922639,277.2913164091,1.2963736338,1.0794242309,1.1562724505,1.71E-06,9.0584188971,2.21,KF,Fm-3m,,,,2.21,2.68,,N/A,
1753098_NaSrSb,,7.30514430665322,300,929.44,12,3,26.9829,9.67471,25.9255924284,0.3398640594,2.2722228262,-0.21809,-0.15742,3.9549083198,3.1755799361,1.5640504867,1.7560962074,113.6098801952,1.9250398072,3.0049329368,2.693512092,1.3E-05,3.1199744808,2.83,108 SbNaSr,F-43m,,,,2.83,,3.49,,
22913_CuBr, F-43m ,3.60549572124822,300,143.45,2,2,51.007,10.1217,28.4811883529,0.4069369944,1.1676776721,-10.746,-0.01866,5.082228031,3.5625546628,1.4112360335,1.5990642793,132.0416279028,3.7465953228,-0.1234627484,2.1654454979,7.7E-06,3.2567380016,2.94,CuBr,F-43m,,,,2.94,,,,
1100430_ZnLiSb, F-43m ,4.03858493721434,300,194.15,3,3,44.2144,27.2291,67.7744979672,0.2445232851,7.8379744447,-2.12062,-1.01115,4.8943867011,4.0560414425,2.35867174,2.6169027983,192.91602422,1.2521830089,1.056371379,1.125433734,1.6E-06,7.9009185107,3.09,ZnLiSb,F-43m,,,,3.09,,6.44,,
379_AgSe, F-43m ,3.75486775266911,300,186.828,2,2,55.2052,4.07536,11.9324540025,0.4639754528,0.2156526019,-3.93912,1.00003,5.8601208979,3.2167904826,0.8339301993,0.9518557473,75.4720981047,0.970787762,-6.661993239,5.4682945761,7.11E-05,1.1947327912,3.09,AgSe,F-43m,,,,3.09,,,,
22914_CuCl, F-43m ,3.41595728547086,300,98.999,2,2,55.839,7.61808,21.8601191839,0.434752535,0.637898924,-26.0411,0.66918,4.124222256,4.0002692509,1.3591010054,1.5457440612,134.720934828,7.427936615,-1.9173384107,4.5653264038,4.61E-05,3.0477791234,3.76,CuCl,F-43m,,,,3.76,,,,
1123_HgS, F-43m ,3.78162877839312,300,232.656,2,2,48.7199,15.8471,42.8909289339,0.3532737515,2.705985205,-4.24206,1.17675,7.1437479369,3.1269301153,1.4894016755,1.6752938463,131.8930864979,0.8681249979,-2.1745621176,1.8449102795,5.24E-06,5.1786492216,4.35,HgS,F-43m,,,,4.35,,,,
10634_CuF, F-43m ,3.06665616463532,300,82.544,2,2,70.1281,8.27904,23.8967359833,0.4432069409,0.5654460013,-18.0036,37.496,4.7526825015,4.1325666283,1.3198378814,1.5027222587,145.8893423572,-5.850161244,-65.4752435065,53.5669033734,0.0167,7.6260052054,4.66,CuF,F-43m,,,,4.66,,,,
1008786_MgTe, Fm-3m ,3.76665187383788,300,151.905,2,2,48.6953,29.6721,73.9882469086,0.2467645854,8.140318368,-2.29044,-1.64725,4.7201322579,4.3241445468,2.5072466408,2.7824683507,219.9301054998,1.1916968543,1.3166971667,1.2763912997,2.16E-06,13.4754760026,5.57,MgTe,Fm-3m,,,,5.57,,,,
961645_GeAlLi, F-43m ,3.79556268754184,300,106.601,3,3,56.912,49.9296,115.8963633516,0.1605977552,16.9067424186,-3.45854,-1.97872,3.2372878775,6.1761251941,3.9272485038,4.3179536113,338.6973012973,1.1831952057,0.9168229828,1.0134231854,1.24E-06,21.1576444838,6.36,GeAlLi,F-43m,,,,6.36,,16.45,,
1008223_CaSe, F-43m ,4.15283591907585,300,119.038,2,2,31.8104,7.21607,20.1263478138,0.3945504834,1.1203195318,-1.40384,0.4854,2.7599413487,3.8745129255,1.61696434,1.829067354,131.1278253014,0.487305909,-2.5754811599,2.1216089381,7.33E-06,3.0237583438,6.78,CaSe,F-43m,,,,6.78,,,,
30460_NiBiY, F-43m ,4.09223197022836,300,356.576,3,3,115.78,49.0852,129.0224741111,0.3142706367,7.1482048384,-6.42589,-2.63555,8.6401230014,4.5798516242,2.3835008978,2.6671840059,194.0450939053,1.7127041803,1.6731367924,1.6864290737,4.22E-06,17.5907380754,6.8,NiBiY,F-43m,,,,6.8,,10.55,,
2469_CdS, F-43m ,3.74253329088357,300,144.477,2,2,51.658,19.2209,51.3001199794,0.3344879787,3.5455359643,-3.57277,0.48107,4.5766768271,4.1093668894,2.0493292382,2.2993173834,182.9124147032,0.8274414682,-0.8226632485,0.8242590661,7.58E-07,6.1502016952,6.91,CdS,F-43m,,,,6.91,,,,
1752668_SbPtLa,,6.86213240521888,300,1822.92,12,3,78.3413,25.0875,68.0035026291,0.3553264101,3.4762299874,-0.98302,-0.64452,9.3581884995,3.4562735582,1.6373171028,1.8421816594,126.8732184706,2.4960103458,3.9840806697,3.5578956894,2.53E-05,8.9481345278,7.05,23 PtLaSb,F-43m,,,,7.05,,1.72,,
30560_CoNbSn, F-43m ,3.75746660489748,300,270.553,3,3,153.224,79.5227,203.3830741719,0.2787736971,12.0104576215,-10.5864,-4.15914,8.4686759253,5.5329303003,3.0643460072,3.4137588256,270.4877735272,1.4838333752,1.2206251192,1.3142314419,2.32E-06,30.0425480758,7.08,CoNbSn,F-43m,,,,7.08,,20.7,,
2712484_TeRhLa,,6.76192678757117,300,1477.62,12,3,86.6228,32.701,87.1378539423,0.3323423434,4.9210175615,-1.17506,-0.38322,7.9278025958,4.0529320643,2.0309727809,2.2780746257,159.2187018809,1.8348197332,1.6449592714,1.7105891249,4.37E-06,10.5390988961,7.69,47 RhLaTe,F-43m,,,,7.69,,2.84,,
2687991_CoSnV,,5.79690679298077,300,914.336,12,3,150.468,53.8715,144.3834734872,0.3400728909,6.1937761689,-2.61987,-0.8238,7.7860704074,5.3432723615,2.6303913689,2.953452565,240.785471507,1.4625053017,1.3227687491,1.3709310808,2.57E-06,17.6982382212,8.47,69 CoSnV,F-43m,,,,8.47,,19.79,,
10760_MgSe, Fm-3m ,3.4691160369079,300,103.265,2,2,61.7587,42.0135,102.7424584409,0.2227314844,11.3490790006,-4.66321,-2.95461,4.1071940077,5.3549704909,3.198319327,3.5396861643,303.7776822921,1.3580929314,1.3013729813,1.3205503503,2.35E-06,22.5377428769,8.51,MgSe,Fm-3m,,,,8.51,,,,
2687722_CoSnTa,,5.9516484381127,300,1434.36,12,3,162.1,85.2687,217.644014499,0.2762245378,12.7092431817,-2.27147,-1.08341,11.2862019276,4.943295917,2.7486593064,3.061120404,243.0746890543,1.2536279211,1.1726553601,1.2002533276,1.87E-06,27.8070601233,8.77,68 CoSnTa,F-43m,,,,8.77,,22.7,,
3161_SiAlLi, F-43m ,3.74110484292386,300,62.076,3,3,62.6289,54.9057,127.4675498598,0.1607861284,17.8579701639,-3.76988,-2.04007,1.9686686921,8.3065737265,5.2810757758,5.8065767037,462.0938841583,1.0841569475,0.8060744622,0.9082782914,9.56E-07,29.5175538978,9.26,SiAlLi,F-43m,,,,9.26,,20.91,,
1100392_BLiSi, F-43m ,3.15583867135878,300,45.906,3,3,116.208,132.253,287.6405185027,0.0874631143,40.5294353646,-10.9716,-10.4121,2.4253455289,10.9827166116,7.3844126294,8.0636432205,760.7228174734,1.1684662221,1.0705540504,1.1041565804,1.53E-06,88.8288365799,9.39,BLiSi,F-43m,,,,9.39,,62.12,,
252_BeTe, F-43m ,3.57445914193819,300,136.613,2,2,58.7382,41.0667,99.914978148,0.2164963115,11.5629184615,-3.77744,-0.77574,4.9671761895,4.7800373065,2.8753460531,3.1800378337,264.8694576647,0.8014614566,0.2646809434,0.5107029372,2.4E-07,13.9262986212,9.77,BeTe,F-43m,,,,9.77,,,,
961673_FeTeTi, F-43m ,3.7016306423381,300,231.327,3,3,117.198,74.2556,183.9228457164,0.238444277,14.5721330382,-27.7403,-4.45376,7.5734825473,5.3430042654,3.1312431371,3.4716211161,279.2217034368,3.7836981998,1.354395093,2.4484787252,1.03E-05,35.7024923805,11.02,FeTeTi,F-43m,,,,11.02,,26.22,,
31451_CoBiZr, F-43m ,3.91942966851738,300,359.137,3,3,140.394,63.5124,165.569973514,0.3034460477,8.9670358192,-5.05889,-3.20417,9.9046713911,4.7670061935,2.5322654312,2.8297222916,214.9467450127,1.0814085149,1.3521160884,1.2683164969,2.13E-06,20.5799561047,11.14,CoBiZr,F-43m,,,,11.14,,17.76,,
11869_PdHfSn, F-43m ,3.99624647887151,300,403.62,3,3,123.978,60.6409,156.419703274,0.2897211558,9.5624786443,-7.38916,-2.26976,10.5018165203,4.4163883438,2.4029824885,2.6806114397,199.7061929118,1.4559213682,1.0277094326,1.187726173,1.82E-06,18.4231553793,11.35,PdHfSn,F-43m,,,,11.35,,15.08,,
9437_FeNbSb, F-43m ,3.75131805519238,300,270.507,3,3,167.176,83.0428,213.7377853892,0.2869134072,11.7028457277,-11.4462,-4.41449,8.5089386841,5.7148701619,3.1240163272,3.4837320385,276.4844990384,1.47954962,1.2364707944,1.3224708098,2.36E-06,32.1075226591,11.63,FeNbSb,F-43m,,,,11.63,,29.07,,
2761660_RuTeZr,,6.31376849324188,300,1279.58,12,3,143.8,61.2852,160.9857690874,0.3134147322,8.1895717193,-1.91043,-0.66612,8.4334047124,5.1711233551,2.6957296333,3.0162405831,225.7739971017,1.3950509351,1.2011655571,1.2690895034,2.13E-06,21.5628344608,11.76,18 RuTeZr,F-43m,,,,11.76,,21.26,,
